disasterNumber,lockedInCeilingAmount,mitigationDollarsAvailable,obligatedTotalAmount,pendingProjectsQuantity
5353,0.0,0.0,0.0,
4633,142491.0,1013.87,165225.13,0.0
1638,311005.0,161939.0,238076.0,0.0
4640,2785505.0,3062689.26,187065.74,0.0
1539,92911919.0,30590979.46,87636278.54,0.0
1545,102461271.0,28445441.0,102446410.0,0.0
4144,3788878.0,145580.0,3828574.0,0.0
1463,1995550.0,869558.0,1697118.0,0.0
1773,6675730.0,1684974.0,5317199.0,0.0
1934,3493006.0,2084779.0,1579035.0,0.0
4774,2817779.0,3335283.78,46051.22,10.0
1160,1286415.0,4252.0,1349833.0,0.0
4688,41635.0,38721.25,11240.75,0.0
1923,578466.0,541841.0,64912.0,0.0
5208,0.0,0.0,0.0,
5463,918774.0,868506.64,234022.36,3.0
1549,41485128.0,15295959.0,37574846.0,0.0
1524,109588.0,124908.0,16044.0,0.0
4454,1915169.0,1711445.76,586757.24,3.0
4687,122861.0,138833.0,8600.0,2.0
4474,2080994.0,1456831.33,970995.67,0.0
1708,2037787.0,2164491.0,456511.0,0.0
4741,4973161.0,3000055.33,2967737.67,2.0
1980,91541197.0,3490996.0,92526566.0,0.0
1150,283250.0,-1.0,299707.0,0.0
4250,10307913.0,136374.2,10675595.8,0.0
1809,2950293.0,2954993.0,139569.0,0.0
1631,1290726.0,689538.0,970594.0,0.0
842,5801211.0,333495.0,5656728.0,0.0
1635,4210525.0,2340369.0,3075208.0,0.0
1247,221339230.0,3439277.0,220712228.0,0.0
1673,1275000.0,426499.0,1213406.0,0.0
1742,195638.0,93493.0,111712.0,0.0
1748,1537313.0,1612488.0,0.0,0.0
931,863755.0,863755.0,0.0,
1749,8122022.0,1131664.0,7387525.0,0.0
1728,824370.0,746909.0,313396.0,0.0
1736,4179038.0,2245671.0,2137722.0,0.0
1068,4032798.0,3421600.0,644106.0,0.0
5185,2125040.0,205332.51,2023621.49,0.0
1173,7726843.0,455898.0,7507890.0,0.0
1156,0.0,0.0,0.0,
5542,963923.0,1156708.0,0.0,
4047,4077356.0,3794315.55,482423.45,0.0
1052,2797428.0,0.0,2915339.0,0.0
1603,1722818666.0,508450521.36,1684626770.64,0.0
4147,10338.0,10485.0,359.0,0.0
4788,12858446.0,15430135.0,0.0,1.0
4737,123055.0,133987.59,13678.41,1.0
948,86625.0,17942.0,74988.0,0.0
5272,0.0,0.0,0.0,
1514,436568.0,561514.0,0.0,0.0
5611,0.0,0.0,0.0,
1075,1140053.0,0.0,1200974.0,0.0
1659,2566530.0,3263712.0,37359.0,0.0
1690,372906.0,479632.0,0.0,0.0
1783,2120979.0,2132889.0,91806.0,0.0
4862,571987.0,724516.0,0.0,1.0
4778,2405998.0,2656238.21,230959.79,10.0
999,4547876.0,1916.0,4733639.0,0.0
1031,700291.0,0.0,737538.0,0.0
5183,2125040.0,1741000.76,487954.24,0.0
1509,1118362.0,402014.0,980174.0,0.0
1625,823456.0,385603.0,632542.0,0.0
1235,617920.0,51328.0,596959.0,0.0
1313,1308925.0,358540.0,1311471.0,0.0
5310,3305827.0,1124800.67,2842190.33,0.0
1566,551968.0,482504.0,213494.0,0.0
1543,174078.0,89585.0,120370.0,0.0
1171,326326.0,8646.0,334584.0,0.0
4161,250622.0,11016.0,251861.0,0.0
4306,356168.0,286249.68,87335.32,0.0
4812,945971.0,1135166.0,0.0,6.0
1849,1727860.0,356960.0,1455392.0,0.0
1848,2269688.0,315647.0,2065029.0,0.0
1366,488822.0,186406.0,442317.0,0.0
5277,0.0,0.0,0.0,
4010,1103298.0,93546.0,1063703.0,0.0
5085,331166.0,347360.0,0.0,0.0
4150,1448666.0,733.0,1518773.0,0.0
1932,1169256.0,236063.0,990370.0,0.0
1007,0.0,0.0,0.0,
847,268763.0,0.0,287124.0,0.0
4318,4716114.0,1114148.98,3832583.02,0.0
4541,9118789.0,2991855.4,7646731.6,1.0
4309,6150492.0,297051.0,6154200.0,1.0
4230,1572835.0,80910.4,1568836.6,0.0
4639,993446.0,151249.93,1007770.07,1.0
1860,545175.0,108221.0,463613.0,0.0
1868,4862807.0,104002.0,4996596.0,0.0
1885,2428837.0,197253.0,2350354.0,0.0
1098,664095.0,0.0,698127.0,0.0
1412,5958498.0,2663039.0,4988421.0,0.0
4317,19690739.0,2852370.27,17801245.73,0.0
4781,104964036.0,125440124.81,516718.19,259.0
1546,2577785.0,1422049.0,1839971.0,0.0
4636,2794671.0,263787.03,2996661.97,3.0
1328,858458.0,215860.0,888289.0,0.0
1270,302466.0,69249.0,319783.0,0.0
1067,49616040.0,1738505.0,48584399.0,0.0
1126,2359308.0,745875.0,1669784.0,0.0
4012,6662752.0,518068.0,6470493.0,0.0
1760,320390.0,139138.0,196919.0,0.0
4612,2452480.0,2861225.0,0.0,0.0
1961,1917922.0,241712.0,1769996.0,0.0
1124,188873.0,36101.0,161442.0,0.0
4811,1245253.0,1448201.0,41508.0,5.0
875,289750.0,46747.0,263462.0,0.0
1667,128676.0,36936.0,128567.0,0.0
938,252317.0,41500.0,226998.0,0.0
1403,7562379.0,3004329.0,6709061.0,0.0
1063,668525.0,18668.0,685071.0,0.0
4130,1809123.0,70008.0,1827581.0,0.0
840,178228.0,42513.0,147735.0,0.0
4200,1235665.0,13990.0,1282099.0,0.0
1847,9544280.0,2896088.0,7114907.0,0.0
4315,12546741.0,5637441.96,7522835.04,0.0
4789,199374.0,239248.0,0.0,5.0
4765,964281.0,1157137.0,0.0,3.0
1676,21771250.0,11277421.0,16724761.0,0.0
1159,11343657.0,0.0,11695715.0,0.0
4238,9954910.0,237920.05,10203784.95,0.0
5323,0.0,0.0,0.0,
5330,0.0,0.0,0.0,
5337,0.0,0.0,0.0,
5342,0.0,0.0,0.0,
5351,0.0,0.0,0.0,
5352,0.0,0.0,0.0,
5355,0.0,0.0,0.0,
5359,0.0,0.0,0.0,
5360,0.0,0.0,0.0,
883,3321872.0,6232.0,3490736.0,0.0
5422,0.0,0.0,0.0,
1609,145510666.0,39764957.79,146249079.21,0.0
4395,3222514.0,227724.0,3639292.0,0.0
4753,552719.0,511225.93,152037.07,2.0
4451,27299089.0,3847777.18,28911129.82,0.0
1100,15063512.0,583637.0,14920704.0,0.0
4310,1065982.0,0.0,1118109.0,0.0
1152,1280067.0,287.0,1340653.0,0.0
1822,32941350.0,7548119.0,27004063.0,0.0
1301,296873.0,374035.0,7803.0,0.0
5187,0.0,0.0,0.0,
5449,1573104.0,1457076.77,430647.23,0.0
1329,2292570.0,1391397.0,1557307.0,0.0
4648,273435.0,227786.43,91219.57,0.0
5442,786552.0,752535.21,191326.79,1.0
4331,2697208.0,1158083.44,1671017.56,0.0
1962,265070.0,263032.0,15000.0,0.0
4151,1298050.0,973803.48,387721.52,0.0
5455,0.0,0.0,0.0,
4605,1066574.0,403165.8,841170.2,0.0
4455,632061.0,454595.12,303876.88,0.0
4152,6004820.0,4319046.62,1979409.38,0.0
4197,1299374.0,1085629.48,277283.52,0.0
1496,112320.0,144466.0,0.0,
4199,12896165.0,6834618.5,6692168.5,0.0
1132,598437.0,0.0,631471.0,0.0
1168,2588127.0,0.0,2697382.0,0.0
1936,1865960.0,1747676.0,209530.0,0.0
1299,6541624.0,2276739.0,6074584.0,0.0
858,126413.0,64988.0,66710.0,0.0
1547,825450.0,409684.0,630116.0,0.0
4400,55127849.0,20722137.17,45100514.83,1.0
5286,454432.0,365109.9,180208.1,0.0
889,372617.0,15000.0,381314.0,0.0
1022,778828.0,34231.0,782499.0,0.0
1451,567596.0,140255.0,560847.0,0.0
4166,32425893.0,1220340.03,32791178.97,0.0
1599,244884.0,297197.0,17773.0,0.0
4007,804911.0,27288.0,816983.0,0.0
5241,850016.0,196685.51,694896.49,0.0
4227,690156.0,89807.35,634097.65,0.0
5115,331166.0,338670.2,8689.8,0.0
4566,1316328.0,1033927.01,545665.99,0.0
4827,1543370549.0,1835677925.38,16366733.62,19.0
5547,963923.0,1156708.0,0.0,
4852,827966.0,620964.94,331195.06,3.0
4023,8789169.0,1826049.38,7392909.62,0.0
4046,12773052.0,3083818.75,10313835.25,0.0
850,0.0,0.0,0.0,
1958,2070010.0,2812.0,2168421.0,0.0
900,193763.0,0.0,209532.0,0.0
823,0.0,0.0,0.0,
4213,1363925.0,456744.85,973876.15,0.0
4385,2648467.0,3178160.0,0.0,0.0
4841,1485000.0,1782000.0,0.0,
930,1000364.0,0.0,1069416.0,0.0
4532,11163656.0,3273709.86,9750555.14,3.0
937,0.0,0.0,0.0,
1026,192744.0,0.0,205368.0,0.0
4534,9505523.0,9951271.14,1138505.86,0.0
1056,684329.0,562566.0,129530.0,0.0
949,0.0,0.0,0.0,
970,0.0,0.0,0.0,
1747,918936.0,470214.0,493658.0,0.0
5234,0.0,0.0,0.0,
5235,0.0,0.0,0.0,
5258,0.0,0.0,0.0,
5264,0.0,0.0,0.0,
4692,63327.0,67581.67,8410.33,2.0
4408,9991441.0,3734011.34,8215751.66,0.0
4627,655361.0,164021.48,600566.52,0.0
1850,2354500.0,1675169.0,794466.0,0.0
4657,918346.0,88180.01,1013834.99,0.0
828,1244240.0,0.0,1318742.0,0.0
1826,1762084.0,1684163.0,164087.0,0.0
1991,4624853.0,3321986.61,1529021.39,0.0
4021,44531876.0,11780027.25,34929457.75,0.0
4260,2637467.0,0.08,2766438.92,0.0
1245,2379953.0,260700.0,2204299.0,0.0
820,90061.0,2292.0,95048.0,0.0
1288,1422187.0,452746.0,1359545.0,0.0
1648,514228.0,285998.0,375402.0,0.0
1283,2857945.0,889819.0,2769144.0,0.0
4009,2164673.0,1889193.0,381333.0,0.0
1333,4784611.0,1475985.0,4661056.0,0.0
1900,1915501.0,201614.0,1807555.0,0.0
5391,0.0,0.0,0.0,
5408,0.0,0.0,0.0,
1921,4229616.0,2061957.0,2374487.0,0.0
5206,0.0,0.0,0.0,
4738,12418215.0,13809316.02,1092541.98,7.0
5267,0.0,0.0,0.0,
5318,0.0,0.0,0.0,
5321,0.0,0.0,0.0,
1990,1400977.0,1321920.0,147565.0,0.0
1622,624188.0,159222.0,643609.0,0.0
4182,6232862.0,485158.9,6052490.1,0.0
4764,8150650.0,9162855.0,617925.0,7.0
4441,7962944.0,2131302.22,7424230.78,2.0
1059,2402542.0,3918.0,2490888.0,0.0
4113,1212635.0,414017.0,857916.0,0.0
1295,10345765.0,3867645.0,9436261.0,0.0
4070,1485313.0,887504.0,670441.0,0.0
1084,0.0,0.0,0.0,
1337,950900.0,440967.0,782081.0,0.0
1873,2079101.0,1768711.52,412057.48,0.0
1889,2078615.0,175636.0,2004623.0,0.0
1096,5778201.0,0.0,5989016.0,0.0
4039,1228500.0,67943.0,1220631.0,0.0
4828,401369611.0,456667196.42,24976336.58,0.0
4641,1281777.0,1265971.01,229433.99,0.0
4509,10324911.0,1022136.2,11023593.8,0.0
4786,1964686.0,2357623.0,0.0,16.0
1694,5022844.0,1505920.0,4954462.0,0.0
955,24370305.0,4772254.0,20079433.0,0.0
4498,58663266.0,57084799.68,11355676.32,7.0
5602,0.0,0.0,0.0,
4604,964645.0,211136.0,914283.0,0.0
1069,20395992.0,634554.0,20273232.0,0.0
4768,12441839.0,14867205.0,63000.0,14.0
4453,447046.0,158889.87,375778.13,0.0
4597,2118597.0,929939.98,1541757.02,0.0
4303,2176650.0,95065.45,2188022.55,0.0
4506,53095594.0,10932052.85,51012806.15,6.0
1223,1738700.0,18616.0,1786788.0,0.0
1897,7695158.0,1410.07,8070040.93,0.0
4345,1193906.0,1073747.56,265140.44,0.0
5180,0.0,0.0,0.0,
5179,0.0,0.0,0.0,
1588,193073.0,123305.0,125025.0,0.0
4033,1555988.0,1014855.0,617221.0,0.0
952,520438.0,102.0,558252.0,0.0
982,1762500.0,80893.0,1788077.0,0.0
1954,7953571.0,976548.86,7365952.14,0.0
1259,1061398.0,0.0,1129100.0,0.0
4359,6063589.0,4122634.68,3129417.32,0.0
1867,3443029.0,902848.0,2708545.0,0.0
4048,3936242.0,620021.76,3508702.24,0.0
5490,3940444.0,4692680.13,35851.87,16.0
4330,1437665.0,17366.78,1490600.22,0.0
903,0.0,0.0,0.0,
4814,5332357.0,7109809.0,0.0,
4027,1608921.0,775371.42,912225.58,0.0
4694,8713967.0,8895852.5,1560907.5,13.0
4107,1070561.0,446769.25,676141.75,0.0
4796,59958735.0,70177511.47,1772970.53,40.0
4817,19719194.0,23663033.0,0.0,3.0
4212,1327144.0,1122164.03,269876.97,0.0
1894,11033039.0,9375122.0,2197433.0,0.0
5176,0.0,0.0,0.0,
5173,0.0,0.0,0.0,
5171,0.0,0.0,0.0,
4584,11560627.0,8600605.32,4886792.68,0.0
5172,0.0,0.0,0.0,
1526,1362737.0,413660.0,1322215.0,0.0
4611,572959467.0,599004132.25,69448578.75,139.0
1429,496952.0,117906.0,513181.0,0.0
4076,1578803.0,78757.0,1577249.0,0.0
4468,24829818.0,20068107.09,9727673.91,0.0
1268,111075.0,22513.0,120352.0,0.0
1351,98184.0,27696.0,98588.0,0.0
4757,64804401.0,77186966.48,578313.52,30.0
1700,1094478.0,747684.0,660034.0,0.0
1619,288873.0,244149.0,127399.0,0.0
4285,83681046.0,28479287.77,59293761.23,0.0
1904,2359152.0,1791118.0,683397.0,0.0
4799,930168.0,1074440.35,41760.65,5.0
5175,0.0,0.0,0.0,
4106,4612581.0,1857326.67,2980809.33,0.0
1256,624060.0,0.0,645473.0,0.0
1416,2797158.0,1477783.0,2119922.0,0.0
1800,13339796.0,3132854.88,10859257.12,0.0
4599,2574986.0,788654.71,2215495.29,2.0
4854,7902924.0,9483509.0,0.0,
4805,10860418.0,12800002.0,232500.0,18.0
1469,202306.0,167795.0,92411.0,0.0
1086,0.0,0.0,0.0,
1278,116847.0,36335.0,113954.0,0.0
1242,1593447.0,143708.0,1514019.0,0.0
5597,0.0,0.0,0.0,
1368,1007808.0,775103.0,521140.0,0.0
944,442248.0,0.0,472177.0,0.0
1513,229725.0,126311.0,161341.0,0.0
841,29456493.0,12344657.0,17476958.0,0.0
1248,1625417.0,669703.0,996958.0,0.0
1681,3280745.0,1343505.0,2866338.0,0.0
1633,912416.0,420904.0,751110.0,0.0
1722,273823.0,192903.0,159288.0,0.0
1729,3186416.0,1390068.0,2708300.0,0.0
1228,1615020.0,42725.0,1649468.0,0.0
4720,66687603.0,41966552.85,38058570.15,19.0
4131,2039516.0,448500.52,1690747.48,0.0
1184,957492.0,51583.0,956142.0,0.0
1569,607510.0,141116.0,614553.0,0.0
4826,2589040.0,3106848.0,0.0,
1772,938765.0,205553.0,779118.0,0.0
4360,13763851.0,4446058.64,12070562.36,0.0
5499,5253928.0,6304714.0,0.0,19.0
4283,48832037.0,11318935.15,39900988.85,0.0
4734,217094931.0,251996223.66,8517693.34,157.0
4820,6669528.0,8003433.0,0.0,
4467,596719.0,487988.47,195090.53,0.0
4819,25823218.0,30987862.0,0.0,30.0
4797,9019122.0,10060896.52,762050.48,11.0
4327,765723.0,161557.01,750369.99,0.0
1101,421569.0,46342.0,397162.0,0.0
1530,1310604.0,452055.0,1233644.0,0.0
1563,520823.0,263172.0,406711.0,0.0
1653,199751.0,204420.0,52500.0,0.0
1704,86280.0,79441.0,31532.0,0.0
4141,1143561.0,262724.0,936757.0,0.0
990,77186.0,4280.0,79599.0,0.0
1933,16003899.0,5607386.0,11179104.0,0.0
981,893032.0,337722.0,595347.0,0.0
1172,964914.0,0.0,1009556.0,0.0
1079,4991965.0,39342.0,5138994.0,0.0
896,227162.0,4162.0,237354.0,0.0
5266,0.0,0.0,0.0,
852,1370360.0,173058.0,1273006.0,0.0
822,208709.0,2604.0,221682.0,0.0
1432,817188.0,372613.0,662196.0,0.0
1719,4164059.0,2083410.0,3247237.0,0.0
5398,0.0,0.0,0.0,
5397,0.0,0.0,0.0,
5401,0.0,0.0,0.0,
5410,0.0,0.0,0.0,
5411,0.0,0.0,0.0,
5414,0.0,0.0,0.0,
5415,0.0,0.0,0.0,
5200,0.0,0.0,0.0,
5253,0.0,0.0,0.0,
5254,0.0,0.0,0.0,
5257,0.0,0.0,0.0,
5261,0.0,0.0,0.0,
5273,0.0,0.0,0.0,
5271,0.0,0.0,0.0,
5270,0.0,0.0,0.0,
5269,0.0,0.0,0.0,
4384,0.0,0.0,0.0,
922,70616.0,0.0,76674.0,0.0
1332,3318014.0,1107060.0,3154896.0,0.0
1284,609044.0,140880.0,641581.0,0.0
1944,793713.0,183980.0,648546.0,0.0
1966,1627060.0,25339.0,1681284.0,0.0
1023,365063.0,0.0,386048.0,0.0
1253,2027055.0,0.0,2116175.0,0.0
945,74577.0,1460.0,79353.0,0.0
843,10675000.0,0.0,11090956.0,1.0
5375,0.0,0.0,0.0,
972,286328.0,57229.0,246296.0,0.0
916,76773.0,0.0,83820.0,0.0
1129,20685837.0,490416.0,20591747.0,0.0
1037,866700.0,83287.0,827383.0,0.0
1115,1854600.0,0.0,1939147.0,0.0
1060,393000.0,0.0,415540.0,0.0
1137,2000000.0,0.0,2087889.0,0.0
1229,2191003.0,245458.0,2031255.0,0.0
1141,861406.0,22.0,911493.0,0.0
1062,4845060.0,123942.0,4906246.0,0.0
1043,445383.0,32250.0,434224.0,0.0
1035,4151648.0,123708.0,4175022.0,0.0
851,0.0,0.0,0.0,
862,0.0,0.0,0.0,
1074,1930494.0,2271.0,2025216.0,0.0
966,155470.0,74194.0,93543.0,0.0
1258,2594467.0,99718.0,2546649.0,0.0
995,30451013.0,0.0,31426242.0,0.0
1006,1047261.0,0.0,1105536.0,0.0
989,0.0,0.0,0.0,
867,635366.0,623.0,671482.0,0.0
5240,0.0,0.0,0.0,
881,414000.0,0.0,442062.0,0.0
1243,630841.0,79051.0,580602.0,0.0
1140,688251.0,647887.0,43238.0,0.0
837,270175.0,64825.0,220678.0,0.0
1170,369013.0,101.0,389318.0,0.0
1188,10156932.0,1656731.0,8720293.0,0.0
946,0.0,0.0,0.0,0.0
824,320484.0,137227.0,201496.0,0.0
1206,476631.0,0.0,501148.0,0.0
1145,298688.0,71029.0,240425.0,0.0
1189,358416.0,256947.0,108279.0,0.0
959,19434.0,0.0,21218.0,0.0
1131,318395.0,48411.0,285451.0,0.0
877,0.0,0.0,0.0,
963,188187.0,0.0,203047.0,0.0
878,63245.0,63245.0,0.0,0.0
1053,3810338.0,528706.0,3390112.0,0.0
941,311708.0,19770.0,311708.0,0.0
1110,421005.0,0.0,444508.0,0.0
871,424143.0,0.0,451951.0,0.0
860,0.0,0.0,0.0,
1112,3649423.0,229141.0,3533466.0,0.0
1187,1841385.0,499.0,1925860.0,0.0
1078,559718.0,2023.0,587058.0,0.0
1158,0.0,0.0,0.0,
993,12974353.0,991579.0,12151781.0,0.0
1116,1204423.0,396073.0,868407.0,0.0
1151,1870010.0,56808.0,1900148.0,0.0
929,725943.0,65939.0,704328.0,0.0
1175,34816457.0,2378720.0,33128374.0,0.0
1225,4018116.0,682765.0,3462584.0,0.0
973,2061868.0,457771.0,1706576.0,0.0
1088,0.0,0.0,0.0,
936,250736.0,105461.0,157301.0,0.0
1091,0.0,0.0,0.0,
913,285899.0,0.0,308329.0,0.0
912,54342.0,0.0,59241.0,0.0
964,198369.0,0.0,213355.0,0.0
5465,0.0,0.0,0.0,
1238,3337816.0,381.0,3466236.0,0.0
1180,4793630.0,87622.0,4867931.0,0.0
1236,1471849.0,54241.0,1488053.0,0.0
